STATION,DATE,SOURCE,BackupDirection,HourlyDewPointTemperature,HourlyPrecipitation,HourlyPressureChange,HourlyRelativeHumidity,HourlyWindSpeed
72423093821,2020-01-04T01:10:00,7,SE,45,T,,86,11
72423093821,2020-01-04T01:23:00,7,SE,44,0.01,,86,11
72423093821,2020-01-04T01:32:00,7,SE,44,0.02,,86,15
72423093821,2020-01-04T01:35:00,7,SE,44,0.02,,86,14
72423093821,2020-01-04T01:56:00,7,SE,43,0.03,,86,11
72423093821,2020-01-04T02:56:00,7,SE,41,0.02,,86,14
72423093821,2020-01-04T03:56:00,7,SE,40,0.01,-0.04,85,8
72423093821,2020-01-04T04:00:00,4,SE,40,,-0.04,85,8
72423093821,2020-01-04T04:41:00,7,SE,38,,,82,17
72423093821,2020-01-04T04:56:00,7,SE,37,0,,82,17
72423093821,2020-01-04T05:56:00,7,SE,35,0,,79,9
72423093821,2020-01-04T06:32:00,7,SE,34,,,79,14
72423093821,2020-01-04T06:56:00,7,SE,34,0,-0.02,79,16
72423093821,2020-01-04T07:00:00,4,SE,34,,-0.02,79,16
72423093821,2020-01-04T07:56:00,7,SE,32,0,,76,14
72423093821,2020-01-04T08:56:00,7,SE,32,0,,76,13
72423093821,2020-01-04T09:56:00,7,SE,31,0,-0.07,70,16
72423093821,2020-01-04T10:00:00,4,SE,31,,-0.07,70,16
72423093821,2020-01-04T10:35:00,7,SE,30,,,68,15
72423093821,2020-01-04T10:56:00,7,SE,32,0,,70,14
72423093821,2020-01-04T11:56:00,7,SE,31,0,,65,13
72423093821,2020-01-04T12:56:00,7,SE,30,0,0,60,18
72423093821,2020-01-04T13:00:00,4,SE,30,,0,60,18
72423093821,2020-01-04T13:56:00,7,SE,29,0,,60,11
72423093821,2020-01-04T14:56:00,7,SE,28,0,,58,14
72423093821,2020-01-04T15:56:00,7,SE,29,0,-0.05,62,15
72423093821,2020-01-04T16:00:00,4,SE,29,,-0.05,62,15
72423093821,2020-01-04T16:42:00,7,SE,29,T,,65,17
72423093821,2020-01-04T16:52:00,7,SE,28,T,,65,15
72423093821,2020-01-04T16:56:00,7,SE,30,T,,70,14
72423093821,2020-01-04T17:14:00,7,SE,30,T,,70,14
72423093821,2020-01-04T17:42:00,7,SE,29,T,,67,21
72423093821,2020-01-04T17:56:00,7,SE,30,T,,70,16
72423093821,2020-01-04T18:11:00,7,SE,29,T,,67,16
72423093821,2020-01-04T18:45:00,7,SE,29,T,,70,13
72423093821,2020-01-04T18:56:00,7,SE,29,T,-0.12,70,11
72423093821,2020-01-04T19:00:00,4,SE,29,,-0.12,70,11
72423093821,2020-01-04T19:36:00,7,SE,27,,,65,14
72423093821,2020-01-04T19:56:00,7,SE,26,0,,62,10
72423093821,2020-01-04T20:56:00,7,SE,29,0,,70,13
72423093821,2020-01-04T21:12:00,7,SE,29,T,,70,14
72423093821,2020-01-04T21:33:00,7,SE,29,T,,70,11
72423093821,2020-01-04T21:56:00,7,SE,30,T,-0.06,73,11
72423093821,2020-01-04T22:00:00,4,SE,30,,-0.06,73,11
72423093821,2020-01-04T22:56:00,7,SE,30,0,,76,13
72423093821,2020-01-04T23:56:00,7,SE,30,0,,73,13
72423093821,2020-01-04T23:59:00,6,SE,,,,,
72423093821,2020-01-05T00:10:00,7,SE,30,,,73,9
72423093821,2020-01-05T00:56:00,7,SE,27,0,-0.01,67,16
72423093821,2020-01-05T01:00:00,4,SE,27,,-0.01,67,16
72423093821,2020-01-05T01:00:00,7,SE,27,,,67,17
72423093821,2020-01-05T01:56:00,7,SE,26,0,,70,13
72423093821,2020-01-05T02:56:00,7,SE,26,0,,75,8
72423093821,2020-01-05T03:56:00,7,SE,25,0,-0.04,75,8
72423093821,2020-01-05T04:00:00,4,SE,25,,-0.04,75,8
72423093821,2020-01-05T04:56:00,7,SE,25,0,,75,7
72423093821,2020-01-05T05:56:00,7,SE,25,0,,79,3
72423093821,2020-01-05T06:56:00,7,SE,25,0,-0.01,79,5
72423093821,2020-01-05T07:00:00,4,SE,25,,-0.01,79,5
72423093821,2020-01-05T07:56:00,7,SE,24,0,,79,7
72423093821,2020-01-05T08:56:00,7,SE,27,0,,78,5
72423093821,2020-01-05T09:56:00,7,SE,29,0,-0.03,76,7
72423093821,2020-01-05T10:00:00,4,SE,29,,0.03,76,7
72423093821,2020-01-05T10:56:00,7,SE,28,0,,63,14
72423093821,2020-01-05T11:56:00,7,SE,29,0,,55,13
72423093821,2020-01-05T12:56:00,7,SE,29,0,0.14,48,14
72423093821,2020-01-05T13:00:00,4,SE,29,,0.14,48,14
72423093821,2020-01-05T13:56:00,7,SE,30,0,,48,14
72423093821,2020-01-05T14:56:00,7,SE,28,0,,41,16
72423093821,2020-01-05T15:56:00,7,SE,28,0,0.12,40,14
72423093821,2020-01-05T16:00:00,4,SE,28,,0.12,40,14
72423093821,2020-01-05T16:56:00,7,SE,29,0,,43,11
72423093821,2020-01-05T17:56:00,7,SE,29,0,,44,11
72423093821,2020-01-05T18:56:00,7,SE,30,0,-0.04,50,8
72423093821,2020-01-05T19:00:00,4,SE,30,,-0.04,50,8
72423093821,2020-01-05T19:56:00,7,SE,31,0,,52,10
72423093821,2020-01-05T20:56:00,7,SE,32,0,,56,10
72423093821,2020-01-05T21:56:00,7,SE,31,0,-0.04,58,10
72423093821,2020-01-05T22:00:00,4,SE,31,,-0.04,58,10
72423093821,2020-01-05T22:56:00,7,SE,31,0,,54,16
72423093821,2020-01-05T23:56:00,7,SE,31,0,,60,15
72423093821,2020-01-05T23:59:00,6,SE,,,,,
72423093821,2020-01-06T00:56:00,7,SE,29,0,-0.03,60,10
72423093821,2020-01-06T01:00:00,4,SE,29,,-0.03,60,10
72423093821,2020-01-06T01:56:00,7,SE,28,0,,65,8
72423093821,2020-01-06T02:56:00,7,SE,27,0,,62,11
72423093821,2020-01-06T03:48:00,7,SE,26,,,70,7
72423093821,2020-01-06T03:56:00,7,SE,26,0,-0.04,70,8
72423093821,2020-01-06T04:00:00,4,SE,26,,-0.04,70,8
72423093821,2020-01-06T04:56:00,7,SE,28,0,,68,7
72423093821,2020-01-06T05:56:00,7,SE,25,0,,70,6
72423093821,2020-01-06T06:56:00,7,SE,25,0,-0.04,72,7
72423093821,2020-01-06T07:00:00,4,SE,25,,-0.04,72,7
72423093821,2020-01-06T07:56:00,7,SE,24,0,,70,6
72423093821,2020-01-06T08:56:00,7,SE,26,0,,70,5
72423093821,2020-01-06T09:56:00,7,SE,26,0,-0.06,62,6
72423093821,2020-01-06T10:00:00,4,SE,26,,-0.06,62,6
72423093821,2020-01-06T10:56:00,7,SE,26,0,,51,3
72423093821,2020-01-06T11:56:00,7,SE,25,0,,49,0
72423093821,2020-01-06T12:56:00,7,SE,22,0,,40,3
72423093821,2020-01-06T13:00:00,4,SE,22,,,40,3
72423093821,2020-01-06T13:56:00,7,SE,22,0,,36,5
72423093821,2020-01-06T14:56:00,7,SE,20,0,,32,0
72423093821,2020-01-06T15:56:00,7,SE,20,0,0.07,30,0
72423093821,2020-01-06T16:00:00,4,SE,20,,0.07,30,0
72423093821,2020-01-06T16:56:00,7,SE,17,0,,27,0
72423093821,2020-01-06T17:56:00,7,SE,16,0,,29,5
72423093821,2020-01-06T18:56:00,7,SE,17,0,0,33,3
72423093821,2020-01-06T19:00:00,4,SE,17,,0,33,3
72423093821,2020-01-06T19:56:00,7,SE,19,0,,41,6
72423093821,2020-01-06T20:56:00,7,SE,19,0,,43,6
72423093821,2020-01-06T21:56:00,7,SE,22,0,0.03,57,0
72423093821,2020-01-06T22:00:00,4,SE,22,,0.03,57,0
72423093821,2020-01-06T22:56:00,7,SE,26,0,,65,5
72423093821,2020-01-06T23:56:00,7,SE,25,0,,60,6
72423093821,2020-01-06T23:59:00,6,SE,,,,,
72423093821,2020-01-07T00:56:00,7,SE,24,0,0.08,57,0
72423093821,2020-01-07T01:00:00,4,SE,24,,0.08,57,0
72423093821,2020-01-07T01:56:00,7,SE,27,0,,67,6
72423093821,2020-01-07T02:56:00,7,SE,27,0,,67,3
72423093821,2020-01-07T03:56:00,7,SE,27,0,0.07,67,8
72423093821,2020-01-07T04:00:00,4,SE,27,,0.07,67,8
72423093821,2020-01-07T04:56:00,7,SE,24,0,,59,8
72423093821,2020-01-07T05:56:00,7,SE,24,0,,59,5
72423093821,2020-01-07T06:56:00,7,SE,23,0,-0.02,57,6
72423093821,2020-01-07T07:00:00,4,SE,23,,0.02,57,6
72423093821,2020-01-07T07:56:00,7,SE,22,0,,59,6
72423093821,2020-01-07T08:56:00,7,SE,23,0,,57,0
72423093821,2020-01-07T09:56:00,7,SE,24,0,-0.07,51,5
72423093821,2020-01-07T10:00:00,4,SE,24,,-0.07,51,5
72423093821,2020-01-07T10:56:00,7,SE,24,0,,44,7
72423093821,2020-01-07T11:56:00,7,SE,22,0,,34,11
72423093821,2020-01-07T12:56:00,7,SE,22,0,,33,11
72423093821,2020-01-07T13:00:00,4,SE,22,,,33,11
72423093821,2020-01-07T13:56:00,7,SE,20,0,,29,20
72423093821,2020-01-07T14:56:00,7,SE,20,0,,29,18
72423093821,2020-01-07T15:56:00,7,SE,22,0,-0.03,33,20
72423093821,2020-01-07T16:00:00,4,SE,22,,-0.03,33,20
72423093821,2020-01-07T16:56:00,7,SE,24,0,,39,20
72423093821,2020-01-07T17:56:00,7,SE,25,0,,46,15
72423093821,2020-01-07T18:56:00,7,SE,25,0,-0.07,47,14
72423093821,2020-01-07T19:00:00,4,SE,25,,-0.07,47,14
72423093821,2020-01-07T19:56:00,7,SE,26,0,,51,13
72423093821,2020-01-07T20:56:00,7,SE,27,0,,55,10
72423093821,2020-01-07T21:56:00,7,SE,27,0,-0.03,57,9
72423093821,2020-01-07T22:00:00,4,SE,27,,-0.03,57,9
72423093821,2020-01-07T22:56:00,7,SE,27,0,,60,9
72423093821,2020-01-07T23:56:00,7,SE,27,0,,60,7
72423093821,2020-01-07T23:59:00,6,SE,,,,,
72423093821,2020-01-08T00:56:00,7,SE,27,0,0.01,60,8
72423093821,2020-01-08T01:00:00,4,SE,27,,0.01,60,8
72423093821,2020-01-08T01:56:00,7,SE,26,0,,60,10
72423093821,2020-01-08T02:56:00,7,SE,26,0,,60,10
72423093821,2020-01-08T03:56:00,7,SE,26,0,-0.01,60,9
72423093821,2020-01-08T04:00:00,4,SE,26,,-0.01,60,9
72423093821,2020-01-08T04:56:00,7,SE,25,0,,60,7
72423093821,2020-01-08T05:56:00,7,SE,24,0,,57,8
72423093821,2020-01-08T06:56:00,7,SE,24,0,-0.08,59,9
72423093821,2020-01-08T07:00:00,4,SE,24,,-0.08,59,9
72423093821,2020-01-08T07:56:00,7,SE,24,0,,62,9
72423093821,2020-01-08T08:56:00,7,SE,20,0,,48,13
72423093821,2020-01-08T09:56:00,7,SE,16,0,-0.1,38,9
72423093821,2020-01-08T10:00:00,4,SE,16,,-0.1,38,9
72423093821,2020-01-08T10:56:00,7,SE,11,0,,28,9
72423093821,2020-01-08T11:56:00,7,SE,11,0,,25,8
72423093821,2020-01-08T12:56:00,7,SE,9,0,-0.01,21,10
72423093821,2020-01-08T13:00:00,4,SE,9,,0.01,21,10
72423093821,2020-01-08T13:56:00,7,SE,9,0,,20,8
72423093821,2020-01-08T14:56:00,7,SE,8,0,,18,5
72423093821,2020-01-08T15:56:00,7,SE,6,0,0,17,3
72423093821,2020-01-08T16:00:00,4,SE,6,,0,17,3
72423093821,2020-01-08T16:56:00,7,SE,7,0,,19,5
72423093821,2020-01-08T17:56:00,7,SE,9,0,,22,5
72423093821,2020-01-08T18:56:00,7,SE,7,0,-0.04,20,0
72423093821,2020-01-08T19:00:00,4,SE,7,,-0.04,20,0
72423093821,2020-01-08T19:56:00,7,SE,11,0,,29,5
72423093821,2020-01-08T20:56:00,7,SE,13,0,,34,3
72423093821,2020-01-08T21:56:00,7,SE,14,0,0,37,3
72423093821,2020-01-08T22:00:00,4,SE,14,,0,37,3
72423093821,2020-01-08T22:56:00,7,SE,10,0,,30,3
72423093821,2020-01-08T23:56:00,7,SE,10,0,,31,3
72423093821,2020-01-08T23:59:00,6,SE,,,,,
72423093821,2020-01-09T00:56:00,7,SE,10,0,0.03,33,0
72423093821,2020-01-09T01:00:00,4,SE,10,,0.03,33,0
72423093821,2020-01-09T01:56:00,7,SE,10,0,,33,0
72423093821,2020-01-09T02:56:00,7,SE,12,0,,38,0
72423093821,2020-01-09T03:56:00,7,SE,14,0,0.01,42,0
72423093821,2020-01-09T04:00:00,4,SE,14,,0.01,42,0
72423093821,2020-01-09T04:56:00,7,SE,17,0,,48,6
72423093821,2020-01-09T05:56:00,7,SE,18,0,,52,0
72423093821,2020-01-09T06:56:00,7,SE,19,0,0.01,56,5
72423093821,2020-01-09T07:00:00,4,SE,19,,0.01,56,5
72423093821,2020-01-09T07:56:00,7,SE,20,0,,58,5
72423093821,2020-01-09T08:56:00,7,SE,24,0,,59,5
72423093821,2020-01-09T09:56:00,7,SE,25,0,-0.01,53,6
72423093821,2020-01-09T10:00:00,4,SE,25,,-0.01,53,6
72423093821,2020-01-09T10:56:00,7,SE,28,0,,50,11
72423093821,2020-01-09T11:56:00,7,SE,29,0,,38,11
72423093821,2020-01-09T12:56:00,7,SE,28,0,0.08,33,10
72423093821,2020-01-09T13:00:00,4,SE,28,,0.08,33,10
72423093821,2020-01-09T13:56:00,7,SE,27,0,,28,15
72423093821,2020-01-09T14:56:00,7,SE,25,0,,25,15
72423093821,2020-01-09T15:56:00,7,SE,23,0,0.08,23,18
72423093821,2020-01-09T16:00:00,4,SE,23,,0.08,23,18
72423093821,2020-01-09T16:56:00,7,SE,24,0,,25,14
72423093821,2020-01-09T17:56:00,7,SE,24,0,,26,13
72423093821,2020-01-09T18:56:00,7,SE,23,0,-0.01,25,17
72423093821,2020-01-09T19:00:00,4,SE,23,,0.01,25,17
72423093821,2020-01-09T19:56:00,7,SE,23,0,,25,11
72423093821,2020-01-09T20:56:00,7,SE,24,0,,27,15
72423093821,2020-01-09T21:56:00,7,SE,26,0,0,28,16
72423093821,2020-01-09T22:00:00,4,SE,26,,0,28,16
72423093821,2020-01-09T22:56:00,7,SE,28,0,,32,20
72423093821,2020-01-09T23:56:00,7,SE,31,0,,36,13
72423093821,2020-01-09T23:59:00,6,SE,,,,,
72423093821,2020-01-10T00:56:00,7,SE,35,T,0.04,41,16
72423093821,2020-01-10T01:00:00,4,SE,35,,0.04,41,16
72423093821,2020-01-10T01:56:00,7,SE,38,0,,44,15
72423093821,2020-01-10T02:56:00,7,SE,41,T,,51,13
72423093821,2020-01-10T03:56:00,7,SE,43,T,-0.01,56,18
72423093821,2020-01-10T04:00:00,4,SE,43,,0.01,56,18
72423093821,2020-01-10T04:56:00,7,SE,44,T,,58,15
72423093821,2020-01-10T05:56:00,7,SE,45,0,,60,14
72423093821,2020-01-10T06:56:00,7,SE,45,0,0,58,14
72423093821,2020-01-10T07:00:00,4,SE,45,,0,58,14
72423093821,2020-01-10T07:56:00,7,SE,45,T,,58,14
72423093821,2020-01-10T08:56:00,7,SE,45,T,,56,14
72423093821,2020-01-10T09:56:00,7,SE,46,T,-0.05,58,8
72423093821,2020-01-10T10:00:00,4,SE,46,,-0.05,58,8
72423093821,2020-01-10T10:56:00,7,SE,47,T,,56,10
72423093821,2020-01-10T11:56:00,7,SE,48,0,,54,14
72423093821,2020-01-10T12:56:00,7,SE,49,0,0.06,53,15
72423093821,2020-01-10T13:00:00,4,SE,49,,0.06,53,15
72423093821,2020-01-10T13:56:00,7,SE,49,0,,53,20
72423093821,2020-01-10T14:56:00,7,SE,50,0,,55,15
72423093821,2020-01-10T15:56:00,7,SE,50,0,0.05,55,15
72423093821,2020-01-10T16:00:00,4,SE,50,,0.05,55,15
72423093821,2020-01-10T16:56:00,7,SE,51,0,,59,17
72423093821,2020-01-10T17:56:00,7,SE,54,0.02,,75,13
72423093821,2020-01-10T18:56:00,7,SE,55,0.15s,0,87,11
72423093821,2020-01-10T19:00:00,4,SE,55,,0,87,11
72423093821,2020-01-10T19:09:00,7,SE,56,0.11,,93,16
72423093821,2020-01-10T19:29:00,7,SE,55,0.33,,84,11
72423093821,2020-01-10T19:50:00,7,SE,55,0.5,,83,15
72423093821,2020-01-10T19:54:00,7,SE,54,0.53,,77,20
72423093821,2020-01-10T19:56:00,7,SE,54,0.5,,78,15
72423093821,2020-01-10T20:56:00,7,SE,55,0.04,,90,8
72423093821,2020-01-10T21:56:00,7,SE,54,0,0.11,83,10
72423093821,2020-01-10T22:00:00,4,SE,54,,0.11,83,10
72423093821,2020-01-10T22:56:00,7,SE,54,T,,83,9
72423093821,2020-01-10T23:56:00,7,SE,54,0.01,,75,16
72423093821,2020-01-10T23:59:00,6,SE,,,,,
72423093821,2020-01-11T00:56:00,7,SE,54,T,0.07,75,15
72423093821,2020-01-11T01:00:00,4,SE,54,,0.07,75,15
72423093821,2020-01-11T01:56:00,7,SE,54,0.01,,75,14
72423093821,2020-01-11T02:56:00,7,SE,54,0,,73,17
72423093821,2020-01-11T03:56:00,7,SE,55,T,0.09,78,18
72423093821,2020-01-11T04:00:00,4,SE,55,,0.09,78,18
72423093821,2020-01-11T04:56:00,7,SE,56,0,,80,14
72423093821,2020-01-11T05:56:00,7,SE,55,0,,73,15
72423093821,2020-01-11T06:56:00,7,SE,57,0,0.11,71,25
72423093821,2020-01-11T07:56:00,7,SE,57,0,,73,21
72423093821,2020-01-11T08:56:00,6,SE,57,0,,71,22
72423093821,2020-01-11T09:48:00,6,SE,59,,,68,28
72423093821,2020-01-11T09:56:00,7,SE,59,T,0.02,68,24
72423093821,2020-01-11T10:18:00,7,SE,60,0.02,,73,24
